[11/08/23, 12:07:11 PM] VIT AP. (cse) Freshers place:  Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. 
[11/08/23, 12:07:11 PM] ~ TanK-human:  ~ TanK-human created this group 
[02/10/23, 3:19:42 PM] ~ ~Kiran Katakam: IG
[02/10/23, 3:19:55 PM] ~ Mounish Ghattamaneni: Mounish
[02/10/23, 3:20:12 PM] ~ ~Kiran Katakam: Naa Mg means mounish gattamaneni  <This message was edited>
[02/10/23, 3:20:29 PM] ~ Sathvik: Correct 
[02/10/23, 3:20:45 PM] ~ ~Kiran Katakam: 
[02/10/23, 3:21:31 PM] ~ Sathvik: 
[03/10/23, 10:10:24 PM] ~ Venu: Hii
[03/10/23, 10:10:25 PM] ~ Venu: Guyzz
[03/10/23, 10:10:40 PM] ~ Michael: Hii
[03/10/23, 10:10:53 PM] ~ Venu: Etlunnav ra
[03/10/23, 10:10:55 PM] ~ Ghabhi: hiii
[04/10/23, 7:04:16 AM] ~ TanK-human: Deym
[04/10/23, 7:04:18 AM] ~ TanK-human: This group still alive?
[04/10/23, 9:22:09 AM] ~ Aarush: naaah
[04/10/23, 10:54:21 AM] ~ ~Kiran Katakam: You can make it alive
[04/10/23, 11:00:02 AM] ~ TanK-human: Someone do CRP
[04/10/23, 11:47:31 AM] ~ Shaurya Mudgal: CPR hota hai bhai
[04/10/23, 11:47:45 AM] ~ Dev Kaushik: That's CPR.... 
[04/10/23, 11:54:09 AM] ~ TanK-human: CRP for groups
[04/10/23, 11:54:13 AM] ~ TanK-human: CPR for people
 [04/10/23, 8:41:20 PM] ~ TanK-human:  video omitted
 [04/10/23, 11:34:42 PM] ~ Mm:  video omitted
 [05/10/23, 7:59:58 AM] ~ TanK-human:  sticker omitted
[06/10/23, 10:35:26 AM] ~ Arnab: *A guy from Tamil nadu named Balaji, who was playing cricket in nets and my friend kept his phone in his kit.
If anybody gets the phone, please message me/call me.

Phone : One plus CE 2 lite*
[06/10/23, 6:09:35 PM] ~ SM: *STARTING NEW BATCH WITH BRAND NEW PROJECTS AND LEARNING CONTENT*

*Artificial Intelligence / Full Stack Web Development / Machine Learning / Data Science*

Anyone Can Apply - *https://forms.gle/Ad8Ke8EMWTXyub4A6*

Whatsapp Group - *https://chat.whatsapp.com/FgOy7xPWMmMBLAisPVYKrG*
[06/10/23, 6:18:07 PM] ~   : Don't worry after 1 week another fresh batch will come 
[06/10/23, 6:19:15 PM] ~ Arav Tripathi: What about exams then
[06/10/23, 6:19:58 PM] ~   : Cat 1 is in 8 days
[06/10/23, 6:26:41 PM] ~ TanK-human: Count down start
[06/10/23, 6:27:03 PM] ~ TanK-human: If any one has CAT pyq's
[06/10/23, 6:27:15 PM] ~ TanK-human: Or model papers
[06/10/23, 6:27:25 PM] ~ AV: Bhai syllabus batado koi
[06/10/23, 6:27:27 PM] ~ TanK-human: Feel free to post here
[06/10/23, 6:27:48 PM] ~ TanK-human: Module 1 I guess
[06/10/23, 6:28:13 PM] ~ AV: humare wale toh module 2 bhi bol rhe hain
[06/10/23, 6:29:03 PM] ~ TanK-human: Toh module 2 bhi hai
[06/10/23, 6:29:25 PM] ~ TanK-human: Kaunsa subject ?
[06/10/23, 6:29:28 PM] ~ K.Parthiv: Cse 2 mods
[06/10/23, 6:29:29 PM] ~ K.Parthiv: Ece 1 mod
[06/10/23, 6:29:45 PM] ~ TanK-human: MAT?
 [06/10/23, 6:29:50 PM] ~ K.Parthiv:  image omitted
[06/10/23, 6:29:51 PM] ~ AV: physics
[06/10/23, 6:29:57 PM] ~ K.Parthiv: Maths portion
[06/10/23, 6:30:07 PM] ~ K.Parthiv: Highlited ones
[06/10/23, 6:30:44 PM] ~ TanK-human: What's your professor's name?
[06/10/23, 6:30:50 PM] ~ K.Parthiv: Sts i dont even know wtf that is
[06/10/23, 6:31:09 PM] ~ TanK-human: Does sir know it 
[06/10/23, 6:43:20 PM] ~ TanK-human:  ~ TanK-human changed this group's icon
[06/10/23, 6:31:11 PM] ~ AV: nagendra
[06/10/23, 6:31:28 PM] ~ TanK-human: AP wala hai kya?
[06/10/23, 6:31:29 PM] ~ K.Parthiv: 
[06/10/23, 6:32:30 PM] ~   : Hari haran
[06/10/23, 6:33:32 PM] ~ AV: yes
[06/10/23, 6:34:01 PM] ~ TanK-human: Unka PDF ek bar rakh idhar,
[06/10/23, 6:34:08 PM] ~ TanK-human: Agar permission hai to
[06/10/23, 6:34:19 PM] ~ TanK-human: Toh hi
[06/10/23, 6:34:32 PM] ~ Vamsi: Why did you circle limits and continuity? Is it there for exam or not?
[06/10/23, 6:34:42 PM] ~ Siraj Kanungo: Is the circled one coming or not?
[06/10/23, 6:34:55 PM] ~ K.Parthiv: Its there
[06/10/23, 6:35:22 PM] ~ K.Parthiv: Not me the sir did 
[06/10/23, 6:35:49 PM] ~ K.Parthiv: That is the only remaining thing to teach
[06/10/23, 6:35:57 PM] ~ K.Parthiv: Dats y he circled
 [06/10/23, 6:42:21 PM] ~ TanK-human:  image omitted
[06/10/23, 7:34:03 PM] ~ AV: Github use krta?
[06/10/23, 8:53:08 PM] ~ TanK-human: https://vitap23-24pyqs.netlify.app/access
[06/10/23, 8:53:50 PM] ~ TanK-human:  This message was deleted.
[06/10/23, 8:54:21 PM] ~ TanK-human: We got some papers to practice
[06/10/23, 8:59:33 PM] ~ Adhithya: Thank u very much
 [06/10/23, 9:04:00 PM] ~ TanK-human:  GIF omitted
[06/10/23, 9:08:35 PM] ~ anshuman? : oh my lord
 [06/10/23, 9:09:23 PM] ~ anshuman? :  GIF omitted
 [07/10/23, 3:07:02 PM] ~ Adil:  image omitted
[07/10/23, 3:07:03 PM] ~ Adil: Some one lost their watch in 324 AB1
[07/10/23, 3:07:04 PM] ~ Adil: Message me if anyone knows
 [07/10/23, 8:22:19 PM] ~ TanK-human:  image omitted
[07/10/23, 10:00:58 PM] ~ ....: https://youtube.com/shorts/yAakNLT7UaQ?si=taqsuRaPWp6ryjen
[08/10/23, 1:42:33 PM] ~ js: Guys join the group for Placement Guidance, it will help you to get to know about how to plan your journey from 1st to final year to grab high package. 

 *https://chat.whatsapp.com/DvjH680bLQNBtF8Qq4kAMB*
[08/10/23, 1:44:40 PM] ~ TanK-human: Hello !
[08/10/23, 1:44:48 PM] ~ TanK-human: No advertising here please
[08/10/23, 1:47:00 PM] ~ AbnaV: How much *LPA* you got btw   <This message was edited>
[08/10/23, 1:48:17 PM] ~ Soham P: fr
 [08/10/23, 11:13:53 PM] ~ Jeevan K:  image omitted
[08/10/23, 11:13:53 PM] ~ Jeevan K: if someone find these airpords please dm me  <This message was edited>
 [08/10/23, 11:58:43 PM] ~ Saumitra Sinha:  image omitted
[08/10/23, 11:59:00 PM] ~ Saumitra Sinha: Someone posted it in mh3 groups
[09/10/23, 12:01:26 AM] ~ Batman: Can someone tell me if we need to study tuples and list and dictionary algos and codes
[09/10/23, 12:04:24 AM] ~ ~Kiran Katakam: Nah If you want to get good cgpa
[09/10/23, 12:04:51 AM] ~ Batman: I dont get u
[09/10/23, 12:05:00 AM] ~ Batman: Didn t *
[09/10/23, 12:05:31 AM] ~ ~Kiran Katakam: If you want a good gpa then it is necessary
[09/10/23, 12:06:01 AM] ~ Jeevan K: Mh3 block?
[09/10/23, 12:06:06 AM] ~ Batman: Then why say nah
[09/10/23, 12:06:11 AM] ~ Batman: I saw 2 questions in ppt
[09/10/23, 12:06:18 AM] ~ Batman: Which asked how will u use tuple
[09/10/23, 12:06:27 AM] ~ Batman: Write code/ algo / Flowchart
[09/10/23, 12:06:31 AM] ~ ~Kiran Katakam: I don't want good gpa
[09/10/23, 12:06:32 AM] ~ Batman:  
[09/10/23, 12:06:49 AM] ~ Batman: Then don t give exam 
[09/10/23, 12:07:02 AM] ~ ~Kiran Katakam: Thank you for your advice
[09/10/23, 12:07:04 AM] ~ Saumitra Sinha: yes
[09/10/23, 12:07:12 AM] ~ Jeevan K: Can I come now
 [09/10/23, 12:07:31 AM] ~ Batman:  sticker omitted
[09/10/23, 12:10:21 AM] ~ Saumitra Sinha: It's not my room that was someone who posted it
[09/10/23, 12:10:59 AM] ~ Jeevan K: Ok brooo
[09/10/23, 12:11:02 AM] ~ Jeevan K: Thanks
[09/10/23, 12:11:05 AM] ~ Jeevan K: We found it
[09/10/23, 12:11:53 AM] ~ Jeevan K: Can anyone send mh3 inv link
[09/10/23, 12:33:42 PM] ~ ~Adi: *IIT B INTERNSHIP BOOTCAMP*




*STUDENTS JOIN THE GROUP AND GET A CHANCE TO DO THE INTERNSHIP WITH TOP MNCs*



https://chat.whatsapp.com/HwxA84LNl1WAKM5HcUu4UB
 [09/10/23, 2:08:20 PM] ~ Yoginder Sehrawanyia:  video omitted
 [09/10/23, 2:48:02 PM] ~ Rishi:  image omitted
 [09/10/23, 3:54:09 PM] ~ Yoginder Sehrawanyia:  image omitted
[09/10/23, 5:48:35 PM] ~ Yoginder Sehrawanyia: Guyz today we have DJ Night in MH4 from 10:30pm to 11:30pm
[09/10/23, 5:59:03 PM] ~ K.Parthiv: Bro do u know telugu
[09/10/23, 6:00:55 PM] ~ anshuman? : why u no luv noise?
[09/10/23, 8:18:22 PM] ~ Yoginder Sehrawanyia: Yaah bro
[09/10/23, 8:18:38 PM] ~ Yoginder Sehrawanyia: Don't  worry about anything  i m there....
[09/10/23, 9:27:01 PM] ~ K.Parthiv: Aasa ku haddu undali.........
[09/10/23, 9:27:13 PM] ~ K.Parthiv: Migitadi tels anukunta
[09/10/23, 9:28:57 PM] ~ Cb: Enduku tidtunnav bro athanni
[09/10/23, 9:30:23 PM] ~ K.Parthiv: andaru manolle so feel avvadu le
[09/10/23, 9:31:15 PM] ~ ~Kiran Katakam: Inko varam lo cat unnay ra saami ee time lo dj night wntraaaa baabu uchaa karuthundhi
[09/10/23, 9:32:01 PM] ~ K.Parthiv: Aa devudi paina nee bharam vesanu
[09/10/23, 9:39:53 PM] ~ ~Kiran Katakam: Nenu mundhodi paina vedhamanukuntunna
[09/10/23, 9:43:25 PM] ~ Cb: Bro's...evarikina sts syllabus ento telusa
[09/10/23, 9:44:31 PM] ~ ~Kiran Katakam: Entha kastamochindhoooooo
[09/10/23, 9:44:49 PM] ~ ~Kiran Katakam: Alage antaaru bro meeru choosthe 9 gpa 10 gpa osthay
[09/10/23, 9:45:13 PM] ~ Cb: Ma sts sir vtop lone ledu bro
[09/10/23, 9:45:23 PM] ~ ~Kiran Katakam: Manchodu
[09/10/23, 9:48:19 PM] ~ TanK-human: STS won't directly be in VTOP bro
[09/10/23, 9:48:23 PM] ~ TanK-human: His seniors should be
[09/10/23, 9:49:14 PM] ~ ~Kiran Katakam: Ok sine/cosine
[09/10/23, 9:59:12 PM] ~ TanK-human:  This message was deleted.
[09/10/23, 10:34:08 PM] ~ K.Parthiv: Manchidi
[09/10/23, 10:48:15 PM] ~ Jeevan K: Wait
[09/10/23, 10:51:00 PM] ~ Jeevan K: 1.Skill introspection
2.skill acquisition
3.resume based
4.problem solving
5.lateral thinking
6.coding and decoding
7.squares and square roots
8.cubes and cube roots
9.addition and subtraction shortcuts
[09/10/23, 11:10:24 PM] ~ TanK-human: STS  syllabus right?
[10/10/23, 12:15:56 AM] ~ Yoginder Sehrawanyia: So as per today's discipline. I m requesting to everyone just maintain the discipline if u want any type of Event, Dj Night nd enjoyment. otherwise ask to your seniors they don't have any type of dj night event so maintain the discipline we are organizing events for you
[10/10/23, 2:27:19 PM] ~ Balaji Balu: https://forms.gle/TyV45naw9A6NhtxM9
[10/10/23, 2:27:20 PM] ~ Balaji Balu: Use referral code ACM14
[10/10/23, 2:27:20 PM] ~ Balaji Balu: Please Fill it
[10/10/23, 2:27:20 PM] ~ Balaji Balu: Help me get into acm club
[11/10/23, 4:32:20 PM] ~ Batman: Somebody send cat 1 cse pyq
 [11/10/23, 4:32:45 PM] ~ Appu : CSE1012 PYQs.pdf    32 pages  document omitted
[11/10/23, 6:24:27 PM] ~ TanK-human: https://vitap23-24pyqs.netlify.app/access
[12/10/23, 12:25:09 AM] ~ Batman: Somebody please send fibonaci series notes cse
[12/10/23, 6:58:03 PM] ~ : *All freshers do join the below group*

https://chat.whatsapp.com/IlGF5cWBozCAI4YUvsF9Wt
[12/10/23, 7:17:00 PM] ~ Yoginder Sehrawanyia: Internship training opportunity 
for VIT INSTITUTE

 Under the collaboration with  15+ Companies offering the 2 Months Virtual Internship. 

Benefits of this Internship:
1. Partnering MNC certificate
2. Internship completion certificate
3. Access to MNC Projects
4. Access to whole industrial exposure

*Interested Students can join the below link

https://chat.whatsapp.com/LfpWtDRR2AV1R3KPf9zqYe


Circulate the link among all years to all the branches and sections throughout your college.
[12/10/23, 7:23:31 PM] ~ TanK-human: Bro, CAT 1 is there first
[12/10/23, 7:27:25 PM] ~ Anish:  This message was deleted.
[12/10/23, 7:27:27 PM] ~ Anish: Daam tan bhaiii
[12/10/23, 7:27:27 PM] ~ Anish: Speaking about studies
[12/10/23, 8:17:10 PM] ~ TanK-human: 
 [12/10/23, 9:19:24 PM] ~ K.Parthiv:  sticker omitted
[12/10/23, 9:19:46 PM] ~ K.Parthiv: My exam is gone 
[12/10/23, 9:22:03 PM] ~ Aritra: sabka gaya
 [12/10/23, 9:25:32 PM] ~ TanK-human:  image omitted
[12/10/23, 9:25:32 PM] ~ TanK-human: I hope this helps
 [12/10/23, 9:53:23 PM] ~ anshuman? :  image omitted
[12/10/23, 9:54:37 PM] ~ TanK-human: Doing recapcha?
[12/10/23, 9:55:02 PM] ~ anshuman? : bruh
[12/10/23, 9:55:12 PM] ~ JAGRUTH ~ M.R_MICKY_: Bhayya
 [12/10/23, 9:55:18 PM] ~ TanK-human:  image omitted
 [12/10/23, 9:55:19 PM] ~ anshuman? :  image omitted
[12/10/23, 9:55:20 PM] ~ JAGRUTH ~ M.R_MICKY_: Nuvvu fresher e naa
[12/10/23, 9:55:40 PM] ~ TanK-human: Don't look at it like that
[12/10/23, 9:55:51 PM] ~ TanK-human: That ain't for cat 1
[12/10/23, 9:55:56 PM] ~ Cb: What is this bro
[12/10/23, 9:56:03 PM] ~ TanK-human: 5ques for cat1
[12/10/23, 9:56:20 PM] ~ TanK-human: 10m
[12/10/23, 9:56:24 PM] ~ TanK-human:  This message was deleted.
[12/10/23, 9:56:40 PM] ~ TanK-human: Each question
[12/10/23, 10:04:29 PM] ~ Soham P: damn I had 8085 in 11-12th
[12/10/23, 10:06:45 PM] ~ AbnaV: same, maharastra gang
[12/10/23, 10:07:07 PM] ~ Soham P: yessir
[13/10/23, 1:01:22 PM] ~ Batman: If anybody has cse on first day pls send question paper after the exam
 [13/10/23, 2:39:25 PM] ~ Shaurya Mudgal:  image omitted
[13/10/23, 2:49:43 PM] ~   : Why is the Fibonacci series so popular bruh
[13/10/23, 2:51:18 PM] ~   : Can u send me this pdf
[13/10/23, 2:51:56 PM] ~ ~Kiran Katakam: Cuz it's Fibonacci series
[13/10/23, 2:58:45 PM] ~ Shaurya Mudgal: Available on vtop
[13/10/23, 3:01:53 PM] ~   : Teacher name
[13/10/23, 4:51:16 PM] ~ TanK-human: Please do the same with chem and maths
[13/10/23, 4:59:11 PM] ~ ~Kiran Katakam: For all
[13/10/23, 5:02:42 PM] ~ TanK-human: yeah
[13/10/23, 11:54:43 PM] ~ Batman: Send the algo for sinx please
 [14/10/23, 12:09:38 PM] ~ Cb:  image omitted
 [14/10/23, 12:09:39 PM] ~ Cb:  image omitted
 [14/10/23, 12:09:54 PM] ~ TanK-human:  image omitted
 [14/10/23, 12:09:55 PM] ~ TanK-human:  image omitted
[14/10/23, 12:16:02 PM] ~ Batman: Those who gave exam pls send the ques here
[14/10/23, 12:22:16 PM] ~ TanK-human: Cse?
[14/10/23, 12:23:40 PM] ~ Arnab Mondal: Bro for Q1 do we need to know the formula ???
[14/10/23, 12:23:57 PM] ~ Arnab Mondal: Or they provided it later...
[14/10/23, 12:24:04 PM] ~ Arnab Mondal: Pls tell 
[14/10/23, 12:24:59 PM] ~ TanK-human: They provide nothing
[14/10/23, 12:25:19 PM] ~ Arnab Mondal: Thats not fair...
[14/10/23, 12:33:23 PM] ~ TanK-human: Who exactly are you referring to ?
[14/10/23, 12:33:50 PM] ~ TanK-human: You mean in the question paper?
 [14/10/23, 12:50:57 PM] ~ TanK-human:  image omitted
 [14/10/23, 12:50:58 PM] ~ TanK-human:  image omitted
[14/10/23, 12:58:51 PM] ~ TanK-human:  POLL:
FN exam
 OPTION: CSE (8 votes)
 OPTION: MAT (4 votes)
 OPTION: CHY (5 votes)
 OPTION: STS (9 votes)
 OPTION: ENG (4 votes)
 OPTION: ECE (8 votes)
 OPTION: Others(is any) (2 votes)
 [14/10/23, 1:45:02 PM] ~ Mm:  image omitted
[14/10/23, 10:42:00 PM] ~ Batman: Can someone give flowchartt of reverse number
[15/10/23, 1:22:54 AM] ~ Mm:  This message was deleted.
[15/10/23, 11:13:18 AM]  +91 79016 94567 :  +91 79016 94567  joined using this group's invite link
[15/10/23, 7:11:31 PM] ~ Sri Jyothika: Hey
[15/10/23, 7:11:32 PM] ~ Sri Jyothika: Basic 7 days long * Backend Web Development using Node.js, express and JavaScript*

*No Prerequisite required*

*You will learn:*

1-Introduction to Nodejs and NPM
2-What is express and how to use it
3-API s and their utilisation 
4-A backend project


*Certificates are provided by DevTown , Google and Microsoft at the end for free*

*REGISTER NOW:!!*

https://forms.gle/mA5TABwoAi9UC93x7

Join Bootcamp WhatsApp community
*https://forms.gle/z5428SXbLGXsTEXF9*
 [15/10/23, 7:11:36 PM] ~ Sri Jyothika:  image omitted
[15/10/23, 7:25:13 PM] ~ TanK-human: Let me prep for CSE CAT 1 first
[15/10/23, 8:02:25 PM] ~ Batman: Im doin maths have Cse tommorow
[15/10/23, 8:02:29 PM] ~ Batman: I hope it will go well
[15/10/23, 8:02:33 PM] ~ Batman: Best of luck
[15/10/23, 8:03:36 PM] ~ TanK-human: deepansikha maam?
[15/10/23, 8:04:40 PM] ~ Batman: Shanta devi mam
[15/10/23, 8:04:47 PM] ~ Batman: Cse
[15/10/23, 8:07:53 PM] ~ TanK-human:  This message was deleted.
[15/10/23, 11:54:31 PM] ~ Batman: Send cse question papers
[15/10/23, 11:56:11 PM] ~ TanK-human: alredy in group
 [15/10/23, 11:56:44 PM] ~ TanK-human:  image omitted
 [15/10/23, 11:57:07 PM] ~ TanK-human:  image omitted
[16/10/23, 9:52:31 AM] ~ Rohit:  This message was deleted by admin ~ TanK-human.
[16/10/23, 9:52:32 AM] ~ Rohit:  This message was deleted by admin ~ TanK-human.
[16/10/23, 9:52:53 AM] ~ Rohit: Ez money guys
[16/10/23, 9:52:54 AM] ~ Rohit: Fill the review 
[16/10/23, 10:28:16 AM] ~   : Why are you paying urself?
[16/10/23, 10:28:45 AM] ~ Rohit: ??
[16/10/23, 10:29:45 AM] ~   : Ur name Rohit right? Applied promo code Rohit 
[16/10/23, 11:17:09 AM] ~ Rohit: I think u mean referral code?
[16/10/23, 11:17:33 AM] ~ Rohit: Idk man u want to fill them fill and earn some spare change or just let it be
[16/10/23, 12:45:38 PM] ~ TanK-human: Not here bruh
[16/10/23, 12:47:01 PM] ~ TanK-human: I not saying that the platform is fake or anything, but no promotion in this group
 [16/10/23, 12:50:21 PM] ~ TanK-human:  image omitted
[16/10/23, 12:50:24 PM] ~ TanK-human: CSE1009
[16/10/23, 1:22:36 PM] ~ Rohit: K
[16/10/23, 1:43:03 PM] ~ !: could you please send me chemistry question papers
 [16/10/23, 2:09:45 PM] ~ TanK-human:  image omitted
 [16/10/23, 2:09:45 PM] ~ TanK-human:  image omitted
[16/10/23, 3:42:11 PM] ~ Mm: https://youtube.com/shorts/yXgWC9R45zc?si=i3OuoohKkSDpr2o2
[16/10/23, 4:21:43 PM] ~ Batman: Food street
[16/10/23, 4:25:11 PM] ~ TanK-human: what happened?
[16/10/23, 4:37:40 PM] ~ TanK-human: guys!
[16/10/23, 4:38:23 PM] ~ TanK-human: please post your today's  QP who ever has CSE today
[16/10/23, 4:38:23 PM] ~ ~Kiran Katakam: Rock plaza please
[16/10/23, 4:39:00 PM] ~ TanK-human: QP please
 [16/10/23, 4:42:11 PM] ~ TanK-human:  image omitted
[16/10/23, 4:44:23 PM] ~ ~Kiran Katakam: I completed sts Today
[16/10/23, 4:44:38 PM] ~ TanK-human: kk
[16/10/23, 4:44:59 PM] ~ TanK-human: did you hack the system then>
[16/10/23, 4:45:01 PM] ~ TanK-human: ?
[16/10/23, 4:45:10 PM] ~ ~Kiran Katakam: Yeah
[16/10/23, 4:45:32 PM] ~ ~Kiran Katakam: My frnd tried and he logged out 2 times 
[16/10/23, 4:46:07 PM] ~ TanK-human: did you get any secret information about VIT?
[16/10/23, 4:46:23 PM] ~ TanK-human: any hidden conspiracy?
[16/10/23, 4:46:32 PM] ~ ~Kiran Katakam: Yeah they're not letting us escape matrix
[16/10/23, 4:46:40 PM] ~ ~Kiran Katakam: But I figured out a way
[16/10/23, 4:46:59 PM] ~ TanK-human: Andrew Tate?
[16/10/23, 4:47:29 PM] ~ ~Kiran Katakam: You have to remove your neurolink chip from your head which is pre-installed in you brain by Elon when your submitting documents
[16/10/23, 4:47:41 PM] ~ ~Kiran Katakam: Yeah I got a video call with him during exam
[16/10/23, 4:47:56 PM] ~ ~Kiran Katakam: They'll offer us placements only
[16/10/23, 4:48:06 PM] ~ ~Kiran Katakam: They won't let us achieve our dreams
[16/10/23, 4:48:21 PM] ~ TanK-human: still couldn't get out?
[16/10/23, 4:48:22 PM] ~ ~Kiran Katakam: So he advised me not to go to the cat 1
[16/10/23, 4:48:31 PM] ~ ~Kiran Katakam: Wdym
[16/10/23, 4:48:59 PM] ~ TanK-human: are you sure you contacted the right guy?
[16/10/23, 4:49:10 PM] ~ ~Kiran Katakam: Yessssss
[16/10/23, 4:49:16 PM] ~ ~Kiran Katakam: He told me abt our vc tooooo  <This message was edited>
[16/10/23, 4:49:28 PM] ~ TanK-human: that's what happens when you use vit wifi
[16/10/23, 4:49:48 PM] ~ TanK-human: VC?
[16/10/23, 4:49:52 PM] ~ ~Kiran Katakam: Yeah nasa wifi
[16/10/23, 4:50:11 PM] ~ ~Kiran Katakam: Yeah what he is thinking in his mind
 [16/10/23, 4:50:26 PM] ~ ~Kiran Katakam:  sticker omitted
[16/10/23, 4:51:17 PM] ~ TanK-human: bruh , so you basically slept during the exam and got a dream.
[16/10/23, 4:51:33 PM] ~ ~Kiran Katakam: Nahhhh brooo istg
[16/10/23, 4:51:53 PM] ~ TanK-human: Instagram?
[16/10/23, 4:52:02 PM] ~ ~Kiran Katakam: I swear to god
[16/10/23, 4:52:24 PM] ~ TanK-human: that you  had a good dream?
[16/10/23, 4:52:36 PM] ~ ~Kiran Katakam: Yeahhh 
[16/10/23, 4:52:43 PM] ~ TanK-human: bruh
 [16/10/23, 4:52:59 PM] ~ ~Kiran Katakam:  sticker omitted
[16/10/23, 4:52:59 PM] ~ TanK-human: does anyone else had CSE?
[16/10/23, 4:53:17 PM] ~ TanK-human: yo shut
[16/10/23, 4:53:41 PM] ~ ~Kiran Katakam:  This message was deleted.
[16/10/23, 4:53:41 PM] ~ ~Kiran Katakam:  This message was deleted.
[16/10/23, 4:54:35 PM] ~ ~Kiran Katakam: Say thanks to get the qp back  sin/cos
[16/10/23, 4:56:00 PM] ~ TanK-human: you send me the pics and then I can say thanks for that
 [16/10/23, 4:56:46 PM] ~ ~Kiran Katakam:  image omitted
[16/10/23, 4:56:54 PM] ~ ~Kiran Katakam: Reasonable
 [16/10/23, 4:57:00 PM] ~ ~Kiran Katakam:  image omitted
 [16/10/23, 4:57:01 PM] ~ ~Kiran Katakam:  image omitted
[16/10/23, 4:57:02 PM] ~ ~Kiran Katakam: Enjoyyy
[16/10/23, 4:57:14 PM] ~ ~Kiran Katakam: Fandagoooooo
[16/10/23, 4:58:03 PM] ~ ~Kiran Katakam: Where's my thanks
[16/10/23, 4:58:23 PM] ~ TanK-human: one pic?
[16/10/23, 4:58:30 PM] ~ TanK-human: where is the rest?
[16/10/23, 4:58:41 PM] ~ TanK-human: kk
[16/10/23, 4:58:54 PM] ~ TanK-human: cool
[16/10/23, 4:59:57 PM] ~ TanK-human: Thank you Mr Kiran Katakam. We are in deep debt to you
[16/10/23, 5:00:52 PM] ~ ~Kiran Katakam: No no you should pay that by the end of this month with interest you should pay  a grand total of 6996.69  <This message was edited>
[16/10/23, 5:01:57 PM] ~ TanK-human: keep  that number  with you
[16/10/23, 5:56:28 PM] ~ R A K E S H : Need phy 1008 paper today and yesterday paper
 [16/10/23, 6:39:55 PM] ~ TanK-human:  image omitted
 [16/10/23, 6:40:01 PM] ~ TanK-human:  image omitted
 [16/10/23, 11:55:48 PM] ~ Batman:  image omitted
[17/10/23, 12:03:36 AM] ~ Batman: Y=3lamda d/D correct ?
[17/10/23, 12:51:18 AM] ~ Sathvik: *The Applications for the Students Laptop Scheme 2023 Is Available*

This scheme is open to all students who for financial reasons are not in a position to purchase a laptop of their own and are in need of laptop in their level of education.

*In 2023 Over 960,000 students will be given free laptop to enhance their learning*

*Application has began and students that have applied have started getting their laptops*

Register and apply here

https://blty.ke/Students-FREE-LAPT0P
[17/10/23, 1:48:33 AM] ~   : Scam
 [17/10/23, 1:48:54 AM] ~   :  sticker omitted
[17/10/23, 11:43:46 AM] ~ R A K E S H : Today morning physics paper needed
 [17/10/23, 11:44:00 AM] ~ R A K E S H :  image omitted
 [17/10/23, 11:44:01 AM] ~ R A K E S H :  image omitted
 [17/10/23, 3:37:05 PM] ~ TanK-human:  image omitted
 [17/10/23, 3:37:08 PM] ~ TanK-human:  image omitted
[17/10/23, 3:47:33 PM] ~ !: Please send me f-eee papers
 [17/10/23, 3:48:58 PM] ~ TanK-human:  image omitted
 [17/10/23, 3:48:59 PM] ~ TanK-human:  image omitted
[17/10/23, 5:40:05 PM] ~ Rohit: Can someone send all the cse papers
[17/10/23, 7:48:04 PM] ~ TanK-human: Hey does know if we can use "for" and "while" in algo or code or flowchart
[17/10/23, 7:48:44 PM] ~ Anish: No while
[17/10/23, 7:51:16 PM] ~ TanK-human: please be more specific bro
[17/10/23, 7:53:11 PM] ~ Darshan. D: While - when *you don't know* how many times you need to iterate the loop
For - when *you know* how many times you need to iterate the loop

But you *never write _while_* in flowchart ...you must write *is* alone while initiating the condition
[17/10/23, 7:53:32 PM] ~ Anish: Lmao
[17/10/23, 7:53:50 PM] ~ Anish: Here u go
[17/10/23, 7:58:31 PM] ~ TanK-human: bro can please give me an example?
[17/10/23, 8:02:10 PM] ~ Darshan. D:  This message was deleted.
[17/10/23, 8:02:30 PM] ~ TanK-human: bro
 [17/10/23, 8:02:48 PM] ~ Darshan. D:  image omitted
[17/10/23, 9:07:11 PM] ~ NKP:  This message was deleted by admin ~ TanK-human.
[17/10/23, 9:12:37 PM] ~ AKA:  This message was deleted.
[17/10/23, 9:24:09 PM] ~ TanK-human: Not the place and the time
[17/10/23, 9:24:25 PM] ~ TanK-human: Feel free to come in summer
[17/10/23, 10:27:39 PM] ~ Rohit: Does anyone has ece papers of past few days
 [17/10/23, 10:28:57 PM] ~ ~Kiran Katakam:  image omitted
[17/10/23, 10:29:03 PM] ~ ~Kiran Katakam: Find ans for first one
[18/10/23, 4:05:45 PM] ~ Sanapala Saimani: Please anyone send important topics for chemistry 1009
[18/10/23, 4:18:55 PM] ~ DSS: Send English paperss
 [18/10/23, 4:21:23 PM] ~ Piyush:  image omitted
 [18/10/23, 4:21:23 PM] ~ Piyush:  image omitted
 [18/10/23, 4:21:24 PM] ~ Piyush:  image omitted
 [18/10/23, 4:21:24 PM] ~ Piyush:  image omitted
